Cycle,CurrentTime (YYYYMMDDHHMISS),ElapsedTime (s),Event
0,20241120121643,0.031,Measure
1,20241120121644,1.0780000000000001,LEDon
1,20241120121712,29.140000000000001,LEDoff
1,20241120121713,30.170999999999999,Measure
2,20241120121715,31.218,LEDon
2,20241120121743,59.280999999999999,LEDoff
2,20241120121744,60.343000000000004,Measure
3,20241120121745,61.390000000000001,LEDon
3,20241120121813,89.453000000000003,LEDoff
3,20241120121814,90.483999999999995,Measure
4,20241120121815,91.531000000000006,LEDon
4,20241120121843,119.593,LEDoff
4,20241120121844,120.625,Measure
5,20241120121845,121.67100000000001,LEDon
5,20241120121913,149.73400000000001,LEDoff
5,20241120121914,150.76499999999999,Measure
6,20241120121915,151.81200000000001,LEDon
6,20241120121943,179.875,LEDoff
6,20241120121944,180.90600000000001,Measure
7,20241120121945,181.953,LEDon
7,20241120122013,210.01499999999999,LEDoff
7,20241120122014,211.04599999999999,Measure
8,20241120122015,212.10900000000001,LEDon
8,20241120122044,240.17099999999999,LEDoff
8,20241120122045,241.203,Measure
9,20241120122046,242.25,LEDon
9,20241120122114,270.31200000000001,LEDoff
9,20241120122115,271.34300000000002,Measure
10,20241120122116,272.38999999999999,LEDon
10,20241120122144,300.45299999999997,LEDoff
10,20241120122145,301.48399999999998,Measure
11,20241120122146,302.53100000000001,LEDon
11,20241120122214,330.59300000000002,LEDoff
11,20241120122215,331.625,Measure
12,20241120122216,332.68700000000001,LEDon
12,20241120122244,360.75,LEDoff
12,20241120122245,361.78100000000001,Measure
13,20241120122246,362.82799999999997,LEDon
13,20241120122314,390.88999999999999,LEDoff
13,20241120122315,391.92099999999999,Measure
14,20241120122316,392.96800000000002,LEDon
14,20241120122344,421.03100000000001,LEDoff
14,20241120122345,422.06200000000001,Measure
15,20241120122346,423.10899999999998,LEDon
15,20241120122415,451.17099999999999,LEDoff
15,20241120122416,452.20299999999997,Measure
16,20241120122417,453.25,LEDon
16,20241120122445,481.31200000000001,LEDoff
16,20241120122446,482.34300000000002,Measure
17,20241120122447,483.38999999999999,LEDon
17,20241120122515,511.45299999999997,LEDoff
17,20241120122516,512.48400000000004,Measure
18,20241120122517,513.53099999999995,LEDon
18,20241120122545,541.59299999999996,LEDoff
18,20241120122546,542.625,Measure
19,20241120122547,543.67100000000005,LEDon
19,20241120122615,571.73400000000004,LEDoff
19,20241120122616,572.76499999999999,Measure
20,20241120122617,573.81200000000001,LEDon
20,20241120122645,601.875,LEDoff
20,20241120122646,602.90599999999995,Measure
21,20241120122647,603.95299999999997,LEDon
21,20241120122715,632.01499999999999,LEDoff
21,20241120122716,633.04600000000005,Measure
22,20241120122717,634.09299999999996,LEDon
22,20241120122745,662.15599999999995,LEDoff
22,20241120122747,663.18700000000001,Measure
23,20241120122748,664.23400000000004,LEDon
23,20241120122816,692.29600000000005,LEDoff
23,20241120122817,693.32799999999997,Measure
24,20241120122818,694.375,LEDon
24,20241120122846,722.43700000000001,LEDoff
24,20241120122847,723.46799999999996,Measure
25,20241120122848,724.51499999999999,LEDon
25,20241120122916,752.57799999999997,LEDoff
25,20241120122917,753.60900000000004,Measure
26,20241120122918,754.65599999999995,LEDon
26,20241120122946,782.75,LEDoff
26,20241120122947,783.78099999999995,Measure
27,20241120122948,784.82799999999997,LEDon
27,20241120123016,812.88999999999999,LEDoff
27,20241120123017,813.92100000000005,Measure
28,20241120123018,814.96799999999996,LEDon
28,20241120123046,843.03099999999995,LEDoff
28,20241120123047,844.07799999999997,Measure
29,20241120123048,845.125,LEDon
29,20241120123117,873.18700000000001,LEDoff
29,20241120123118,874.21799999999996,Measure
30,20241120123119,875.26499999999999,LEDon
30,20241120123147,903.32799999999997,LEDoff
30,20241120123148,904.35900000000004,Measure
31,20241120123149,905.42100000000005,LEDon
31,20241120123217,933.48400000000004,LEDoff
31,20241120123218,934.51499999999999,Measure
32,20241120123219,935.56200000000001,LEDon
32,20241120123247,963.625,LEDoff
32,20241120123248,964.65599999999995,Measure
33,20241120123249,965.70299999999997,LEDon
33,20241120123317,993.76499999999999,LEDoff
33,20241120123318,994.81200000000001,Measure
34,20241120123319,995.85900000000004,LEDon
34,20241120123347,1023.921,LEDoff
34,20241120123348,1024.953,Measure
35,20241120123349,1026.0,LEDon
35,20241120123417,1054.0619999999999,LEDoff
35,20241120123418,1055.0930000000001,Measure
36,20241120123419,1056.1400000000001,LEDon
36,20241120123448,1084.203,LEDoff
36,20241120123449,1085.2339999999999,Measure
37,20241120123450,1086.2809999999999,LEDon
37,20241120123518,1114.3430000000001,LEDoff
37,20241120123519,1115.375,Measure
38,20241120123520,1116.421,LEDon
38,20241120123548,1144.4839999999999,LEDoff
38,20241120123549,1145.5150000000001,Measure
39,20241120123550,1146.5930000000001,LEDon
39,20241120123618,1174.6559999999999,LEDoff
39,20241120123619,1175.6869999999999,Measure
40,20241120123620,1176.75,LEDon
40,20241120123648,1204.828,LEDoff
40,20241120123649,1205.8589999999999,Measure
41,20241120123650,1206.9059999999999,LEDon
41,20241120123718,1234.9680000000001,LEDoff
41,20241120123719,1236.0,Measure
42,20241120123720,1237.046,LEDon
42,20241120123748,1265.1089999999999,LEDoff
42,20241120123749,1266.1400000000001,Measure
43,20241120123751,1267.1869999999999,LEDon
43,20241120123819,1295.25,LEDoff
43,20241120123820,1296.2809999999999,Measure
44,20241120123821,1297.328,LEDon
44,20241120123849,1325.3900000000001,LEDoff
44,20241120123850,1326.4369999999999,Measure
45,20241120123851,1327.4839999999999,LEDon
45,20241120123919,1355.546,LEDoff
45,20241120123920,1356.578,Measure
46,20241120123921,1357.625,LEDon
46,20241120123949,1385.703,LEDoff
46,20241120123950,1386.7339999999999,Measure
47,20241120123951,1387.7809999999999,LEDon
47,20241120124019,1415.8589999999999,LEDoff
47,20241120124020,1416.8900000000001,Measure
48,20241120124021,1417.953,LEDon
48,20241120124049,1446.0150000000001,LEDoff
48,20241120124050,1447.0619999999999,Measure
49,20241120124051,1448.1089999999999,LEDon
49,20241120124120,1476.171,LEDoff
49,20241120124121,1477.203,Measure
50,20241120124122,1478.25,LEDon
50,20241120124150,1506.3119999999999,LEDoff
50,20241120124151,1507.3430000000001,Measure
51,20241120124152,1508.3900000000001,LEDon
51,20241120124220,1536.453,LEDoff
51,20241120124221,1537.4839999999999,Measure
52,20241120124222,1538.5309999999999,LEDon
52,20241120124250,1566.5930000000001,LEDoff
52,20241120124251,1567.625,Measure
53,20241120124252,1568.671,LEDon
53,20241120124320,1596.7339999999999,LEDoff
53,20241120124321,1597.7650000000001,Measure
54,20241120124322,1598.8119999999999,LEDon
54,20241120124350,1626.875,LEDoff
54,20241120124351,1627.9059999999999,Measure
55,20241120124352,1628.953,LEDon
55,20241120124420,1657.0150000000001,LEDoff
55,20241120124421,1658.046,Measure
56,20241120124422,1659.0930000000001,LEDon
56,20241120124451,1687.1559999999999,LEDoff
56,20241120124452,1688.203,Measure
57,20241120124453,1689.25,LEDon
57,20241120124521,1717.3119999999999,LEDoff
57,20241120124522,1718.3430000000001,Measure
58,20241120124523,1719.3900000000001,LEDon
58,20241120124551,1747.4680000000001,LEDoff
58,20241120124552,1748.5,Measure
59,20241120124553,1749.546,LEDon
59,20241120124621,1777.6089999999999,LEDoff
59,20241120124622,1778.6400000000001,Measure
60,20241120124623,1779.6869999999999,LEDon
60,20241120124651,1807.75,LEDoff
60,20241120124652,1808.7809999999999,Measure
61,20241120124653,1809.828,LEDon
61,20241120124721,1837.8900000000001,LEDoff
61,20241120124722,1838.921,Measure
62,20241120124723,1839.9680000000001,LEDon
62,20241120124751,1868.0619999999999,LEDoff
62,20241120124752,1869.0930000000001,Measure
63,20241120124753,1870.1400000000001,LEDon
63,20241120124822,1898.203,LEDoff
63,20241120124823,1899.2339999999999,Measure
64,20241120124824,1900.2809999999999,LEDon
64,20241120124852,1928.3430000000001,LEDoff
64,20241120124853,1929.375,Measure
65,20241120124854,1930.421,LEDon
65,20241120124922,1958.4839999999999,LEDoff
65,20241120124923,1959.5150000000001,Measure
66,20241120124924,1960.5619999999999,LEDon
66,20241120124952,1988.625,LEDoff
66,20241120124953,1989.6559999999999,Measure
67,20241120124954,1990.7180000000001,LEDon
67,20241120125022,2018.7809999999999,LEDoff
67,20241120125023,2019.8119999999999,Measure
68,20241120125024,2020.875,LEDon
68,20241120125052,2048.9369999999999,LEDoff
68,20241120125053,2049.9679999999998,Measure
69,20241120125054,2051.0149999999999,LEDon
69,20241120125122,2079.0929999999998,LEDoff
69,20241120125123,2080.1399999999999,Measure
70,20241120125125,2081.1869999999999,LEDon
70,20241120125153,2109.25,LEDoff
70,20241120125154,2110.2809999999999,Measure
71,20241120125155,2111.3429999999998,LEDon
71,20241120125223,2139.4059999999999,LEDoff
71,20241120125224,2140.4369999999999,Measure
72,20241120125225,2141.4839999999999,LEDon
72,20241120125253,2169.5459999999998,LEDoff
72,20241120125254,2170.578,Measure
73,20241120125255,2171.625,LEDon
73,20241120125323,2199.6869999999999,LEDoff
73,20241120125324,2200.7179999999998,Measure
74,20241120125325,2201.7649999999999,LEDon
74,20241120125353,2229.8429999999998,LEDoff
74,20241120125354,2230.875,Measure
75,20241120125355,2231.9209999999998,LEDon
75,20241120125423,2260.0,LEDoff
75,20241120125424,2261.0309999999999,Measure
76,20241120125425,2262.078,LEDon
76,20241120125453,2290.1399999999999,LEDoff
76,20241120125455,2291.1709999999998,Measure
77,20241120125456,2292.2179999999998,LEDon
77,20241120125524,2320.2809999999999,LEDoff
77,20241120125525,2321.3119999999999,Measure
78,20241120125526,2322.3589999999999,LEDon
78,20241120125554,2350.4209999999998,LEDoff
78,20241120125555,2351.453,Measure
79,20241120125556,2352.5,LEDon
79,20241120125624,2380.5619999999999,LEDoff
79,20241120125625,2381.5929999999998,Measure
80,20241120125626,2382.6399999999999,LEDon
80,20241120125654,2410.703,LEDoff
80,20241120125655,2411.7339999999999,Measure
81,20241120125656,2412.8119999999999,LEDon
81,20241120125724,2440.875,LEDoff
81,20241120125725,2441.9059999999999,Measure
82,20241120125726,2442.953,LEDon
82,20241120125754,2471.0149999999999,LEDoff
82,20241120125755,2472.0459999999998,Measure
83,20241120125756,2473.0929999999998,LEDon
83,20241120125825,2501.1559999999999,LEDoff
83,20241120125826,2502.1869999999999,Measure
84,20241120125827,2503.2339999999999,LEDon
84,20241120125855,2531.2959999999998,LEDoff
84,20241120125856,2532.328,Measure
85,20241120125857,2533.375,LEDon
85,20241120125925,2561.4369999999999,LEDoff
85,20241120125926,2562.4679999999998,Measure
86,20241120125927,2563.5149999999999,LEDon
86,20241120125955,2591.578,LEDoff
86,20241120125956,2592.6089999999999,Measure
87,20241120125957,2593.6559999999999,LEDon
87,20241120130025,2621.7339999999999,LEDoff
87,20241120130026,2622.7649999999999,Measure
88,20241120130027,2623.8119999999999,LEDon
88,20241120130055,2651.875,LEDoff
88,20241120130056,2652.9059999999999,Measure
89,20241120130057,2653.953,LEDon
89,20241120130125,2682.0149999999999,LEDoff
89,20241120130126,2683.0459999999998,Measure
90,20241120130127,2684.0929999999998,LEDon
90,20241120130156,2712.1559999999999,LEDoff
90,20241120130157,2713.1869999999999,Measure
91,20241120130158,2714.2339999999999,LEDon
91,20241120130226,2742.2959999999998,LEDoff
91,20241120130227,2743.3429999999998,Measure
92,20241120130228,2744.3899999999999,LEDon
92,20241120130256,2772.4679999999998,LEDoff
92,20241120130257,2773.5,Measure
93,20241120130258,2774.5459999999998,LEDon
93,20241120130326,2802.6089999999999,LEDoff
93,20241120130327,2803.6399999999999,Measure
94,20241120130328,2804.6869999999999,LEDon
94,20241120130356,2832.75,LEDoff
94,20241120130357,2833.7809999999999,Measure
95,20241120130358,2834.8429999999998,LEDon
95,20241120130426,2862.9059999999999,LEDoff
95,20241120130427,2863.953,Measure
96,20241120130428,2865.0,LEDon
96,20241120130456,2893.0619999999999,LEDoff
96,20241120130457,2894.0929999999998,Measure
97,20241120130458,2895.1399999999999,LEDon
97,20241120130527,2923.203,LEDoff
97,20241120130528,2924.2339999999999,Measure
98,20241120130529,2925.2809999999999,LEDon
98,20241120130557,2953.3429999999998,LEDoff
98,20241120130558,2954.375,Measure
99,20241120130559,2955.4209999999998,LEDon
99,20241120130627,2983.4839999999999,LEDoff
99,20241120130628,2984.5149999999999,Measure
100,20241120130629,2985.5619999999999,LEDon
100,20241120130657,3013.625,LEDoff
100,20241120130658,3014.6559999999999,Measure
101,20241120130659,3015.703,LEDon
101,20241120130727,3043.7649999999999,LEDoff
101,20241120130728,3044.7959999999998,Measure
102,20241120130729,3045.8429999999998,LEDon
102,20241120130757,3073.9369999999999,LEDoff
102,20241120130758,3074.9679999999998,Measure
103,20241120130759,3076.0149999999999,LEDon
103,20241120130827,3104.078,LEDoff
103,20241120130828,3105.125,Measure
104,20241120130830,3106.1709999999998,LEDon
104,20241120130858,3134.2339999999999,LEDoff
104,20241120130859,3135.2809999999999,Measure
105,20241120130900,3136.328,LEDon
105,20241120130928,3164.3899999999999,LEDoff
105,20241120130929,3165.4209999999998,Measure
106,20241120130930,3166.4679999999998,LEDon
106,20241120130958,3194.5309999999999,LEDoff
106,20241120130959,3195.5619999999999,Measure
107,20241120131000,3196.6089999999999,LEDon
107,20241120131028,3224.6709999999998,LEDoff
107,20241120131029,3225.703,Measure
108,20241120131030,3226.75,LEDon
108,20241120131058,3254.8119999999999,LEDoff
108,20241120131059,3255.8589999999999,Measure
109,20241120131100,3256.9059999999999,LEDon
109,20241120131128,3284.9679999999998,LEDoff
109,20241120131129,3286.0,Measure
110,20241120131130,3287.0459999999998,LEDon
110,20241120131158,3315.1089999999999,LEDoff
110,20241120131159,3316.1399999999999,Measure
111,20241120131201,3317.1869999999999,LEDon
111,20241120131229,3345.25,LEDoff
111,20241120131230,3346.2809999999999,Measure
112,20241120131231,3347.3429999999998,LEDon
112,20241120131259,3375.4059999999999,LEDoff
112,20241120131300,3376.4369999999999,Measure
113,20241120131301,3377.4839999999999,LEDon
113,20241120131329,3405.5619999999999,LEDoff
113,20241120131330,3406.6089999999999,Measure
114,20241120131331,3407.6559999999999,LEDon
114,20241120131359,3435.7179999999998,LEDoff
114,20241120131400,3436.75,Measure
115,20241120131401,3437.7959999999998,LEDon
115,20241120131429,3465.8589999999999,LEDoff
115,20241120131430,3466.8899999999999,Measure
116,20241120131431,3467.9369999999999,LEDon
116,20241120131459,3496.0,LEDoff
116,20241120131500,3497.0309999999999,Measure
117,20241120131501,3498.0929999999998,LEDon
117,20241120131530,3526.1559999999999,LEDoff
117,20241120131531,3527.1869999999999,Measure
118,20241120131532,3528.2339999999999,LEDon
118,20241120131600,3556.2959999999998,LEDoff
118,20241120131601,3557.328,Measure
119,20241120131602,3558.375,LEDon
119,20241120131630,3586.4369999999999,LEDoff
119,20241120131631,3587.4679999999998,Measure
120,20241120131632,3588.5149999999999,LEDon
120,20241120131700,3616.578,LEDoff
120,20241120131701,3617.6089999999999,Measure
121,20241120131702,3618.6559999999999,LEDon
121,20241120131730,3646.7339999999999,LEDoff
121,20241120131731,3647.7649999999999,Measure
122,20241120131732,3648.8119999999999,LEDon
122,20241120131800,3676.875,LEDoff
122,20241120131801,3677.9059999999999,Measure
123,20241120131802,3678.953,LEDon
123,20241120131830,3707.0149999999999,LEDoff
123,20241120131831,3708.0459999999998,Measure
124,20241120131832,3709.0929999999998,LEDon
124,20241120131901,3737.1559999999999,LEDoff
124,20241120131902,3738.1869999999999,Measure
125,20241120131903,3739.2339999999999,LEDon
125,20241120131931,3767.2959999999998,LEDoff
125,20241120131932,3768.328,Measure
126,20241120131933,3769.375,LEDon
126,20241120132001,3797.4369999999999,LEDoff
126,20241120132002,3798.4679999999998,Measure
127,20241120132003,3799.5149999999999,LEDon
127,20241120132031,3827.578,LEDoff
127,20241120132032,3828.6089999999999,Measure
128,20241120132033,3829.6559999999999,LEDon
128,20241120132101,3857.7179999999998,LEDoff
128,20241120132102,3858.75,Measure
129,20241120132103,3859.7959999999998,LEDon
129,20241120132131,3887.8589999999999,LEDoff
129,20241120132132,3888.8899999999999,Measure
130,20241120132133,3889.9369999999999,LEDon
130,20241120132201,3918.0,LEDoff
130,20241120132202,3919.0309999999999,Measure
131,20241120132203,3920.078,LEDon
131,20241120132232,3948.1399999999999,LEDoff
131,20241120132233,3949.1709999999998,Measure
132,20241120132234,3950.2179999999998,LEDon
132,20241120132302,3978.2809999999999,LEDoff
132,20241120132303,3979.3119999999999,Measure
133,20241120132304,3980.3589999999999,LEDon
133,20241120132332,4008.4209999999998,LEDoff
133,20241120132333,4009.453,Measure
134,20241120132334,4010.5,LEDon
134,20241120132402,4038.5619999999999,LEDoff
134,20241120132403,4039.5929999999998,Measure
135,20241120132404,4040.6399999999999,LEDon
135,20241120132432,4068.703,LEDoff
135,20241120132433,4069.7339999999999,Measure
136,20241120132434,4070.8119999999999,LEDon
136,20241120132502,4098.875,LEDoff
136,20241120132503,4099.9210000000003,Measure
137,20241120132504,4100.9679999999998,LEDon
137,20241120132532,4129.0309999999999,LEDoff
137,20241120132533,4130.0619999999999,Measure
138,20241120132534,4131.1090000000004,LEDon
138,20241120132603,4159.1710000000003,LEDoff
138,20241120132604,4160.2030000000004,Measure
139,20241120132605,4161.25,LEDon
139,20241120132633,4189.3119999999999,LEDoff
139,20241120132634,4190.3429999999998,Measure
140,20241120132635,4191.3900000000003,LEDon
140,20241120132703,4219.4530000000004,LEDoff
140,20241120132704,4220.4840000000004,Measure
141,20241120132705,4221.5309999999999,LEDon
141,20241120132733,4249.5929999999998,LEDoff
141,20241120132734,4250.625,Measure
142,20241120132735,4251.6710000000003,LEDon
142,20241120132803,4279.7340000000004,LEDoff
142,20241120132804,4280.7650000000003,Measure
143,20241120132805,4281.8280000000004,LEDon
143,20241120132833,4309.8900000000003,LEDoff
143,20241120132834,4310.9210000000003,Measure
144,20241120132835,4311.9840000000004,LEDon
144,20241120132903,4340.0460000000003,LEDoff
144,20241120132904,4341.0780000000004,Measure
145,20241120132905,4342.125,LEDon
145,20241120132934,4370.1869999999999,LEDoff
145,20241120132935,4371.2179999999998,Measure
146,20241120132936,4372.2650000000003,LEDon
